S.no,Content ID,Reaction Type,Score,Sentiment,Datetime,Content Type,Category,,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,15,negative,02-08-2020 06:20,video,dogs,,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,want,70,positive,04-06-2021 04:57,video,dogs,,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,75,positive,21-10-2020 09:07,video,dogs,,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,10,negative,26-12-2020 19:46,video,dogs,,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,15,negative,02-03-2021 22:47,video,dogs,,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,20,neutral,31-03-2021 09:48,video,dogs,,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,30,positive,14-06-2021 13:44,video,dogs,,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,15,negative,27-12-2020 17:04,video,dogs,,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,15,negative,11-02-2021 03:51,video,dogs,,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,30,positive,07-12-2020 19:07,video,dogs,,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,30,positive,28-12-2020 08:31,video,dogs,,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,30,positive,26-10-2020 05:27,video,dogs,,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,12,negative,26-09-2020 18:43,video,dogs,,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,15,negative,25-11-2020 13:01,video,dogs,,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,60,positive,11-07-2020 05:51,video,dogs,,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,60,positive,19-03-2021 16:23,video,dogs,,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,30,positive,11-10-2020 18:31,video,dogs,,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,60,positive,02-11-2020 20:15,video,dogs,,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,want,70,positive,01-10-2020 03:35,video,dogs,,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,0,negative,11-02-2021 20:10,video,dogs,,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,want,70,positive,07-02-2021 15:59,video,dogs,,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,5,negative,17-10-2020 11:46,video,dogs,,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,like,50,positive,09-08-2020 19:41,video,dogs,,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,love,65,positive,01-02-2021 02:40,video,dogs,,,,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,72,positive,30-01-2021 09:36,video,dogs,,,,
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,70,positive,31-03-2021 15:24,video,technology,,,,
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,75,positive,05-02-2021 17:00,video,technology,,,,
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,60,positive,19-02-2021 16:29,video,technology,,,,
169,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,12,negative,25-07-2020 00:00,video,technology,,,,
170,0bedca96-fb76-4287-a83c-17330ed39cce,adore,72,positive,13-07-2020 02:38,photo,soccer,,,,
171,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,20,neutral,13-01-2021 13:11,photo,soccer,,,,
172,0bedca96-fb76-4287-a83c-17330ed39cce,worried,12,negative,02-01-2021 16:46,photo,soccer,,,,
173,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,45,positive,26-11-2020 02:25,photo,soccer,,,,
174,0bedca96-fb76-4287-a83c-17330ed39cce,want,70,positive,25-08-2020 19:18,photo,soccer,,,,
175,0bedca96-fb76-4287-a83c-17330ed39cce,hate,5,negative,01-02-2021 00:15,photo,soccer,,,,
176,0bedca96-fb76-4287-a83c-17330ed39cce,love,65,positive,04-06-2021 14:36,photo,soccer,,,,
177,0bedca96-fb76-4287-a83c-17330ed39cce,adore,72,positive,19-08-2020 13:38,photo,soccer,,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,70,positive,22-04-2021 02:08,photo,soccer,,,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,super love,75,positive,26-06-2020 10:33,photo,soccer,,,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,like,50,positive,15-08-2020 18:16,photo,soccer,,,,
181,0bedca96-fb76-4287-a83c-17330ed39cce,love,65,positive,26-11-2020 13:42,photo,soccer,,,,
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,70,positive,14-04-2021 00:56,photo,public speaking,,,,
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,20,neutral,21-07-2020 21:27,photo,public speaking,,,,
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,10,negative,29-03-2021 06:57,photo,public speaking,,,,
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,70,positive,20-05-2021 16:11,photo,public speaking,,,,
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,50,positive,02-11-2020 06:09,photo,public speaking,,,,
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,20,neutral,24-10-2020 15:37,photo,public speaking,,,,
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,60,positive,07-09-2020 14:42,photo,public speaking,,,,
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,04-03-2021 02:46,photo,public speaking,,,,
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,72,positive,07-01-2021 14:08,photo,public speaking,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,35,neutral,06-07-2020 11:18,photo,public speaking,,,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,50,positive,27-03-2021 04:56,photo,public speaking,,,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,45,positive,21-11-2020 21:25,photo,public speaking,,,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,70,positive,22-08-2020 01:25,photo,public speaking,,,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,35,neutral,14-06-2021 11:45,photo,public speaking,,,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,12,negative,15-07-2020 19:28,photo,public speaking,,,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,45,positive,21-03-2021 14:39,photo,public speaking,,,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,75,positive,07-04-2021 03:15,photo,public speaking,,,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,70,positive,24-04-2021 06:56,photo,public speaking,,,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,60,positive,30-09-2020 14:05,photo,public speaking,,,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,60,positive,19-07-2020 19:28,photo,public speaking,,,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,21-01-2021 07:08,photo,public speaking,,,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,31-01-2021 13:48,photo,public speaking,,,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,5,negative,24-12-2020 03:24,photo,public speaking,,,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,0,negative,27-05-2021 01:44,photo,public speaking,,,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,0,negative,13-02-2021 04:14,photo,public speaking,,,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,72,positive,14-07-2020 04:36,photo,public speaking,,,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,10,negative,15-07-2020 16:03,photo,public speaking,,,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,50,positive,08-10-2020 17:23,photo,public speaking,,,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,60,positive,12-11-2020 23:55,photo,public speaking,,,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,70,positive,21-02-2021 05:01,photo,public speaking,,,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,45,positive,09-07-2020 08:58,photo,public speaking,,,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,72,positive,26-06-2020 23:45,photo,public speaking,,,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,12,negative,20-11-2020 13:18,photo,public speaking,,,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,50,positive,29-05-2021 21:34,photo,public speaking,,,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,20,neutral,22-02-2021 02:48,photo,public speaking,,,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,07-01-2021 18:39,photo,public speaking,,,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,72,positive,01-10-2020 15:10,photo,public speaking,,,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,5,negative,21-11-2020 08:24,photo,public speaking,,,,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,15-04-2021 13:50,photo,public speaking,,,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,65,positive,30-06-2020 01:14,photo,public speaking,,,,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,70,positive,01-12-2020 15:06,photo,public speaking,,,,
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15,negative,07-11-2020 00:47,photo,public speaking,,,,
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,75,positive,30-06-2020 13:08,GIF,science,,,,
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,60,positive,04-08-2020 03:09,GIF,science,,,,
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,45,positive,28-07-2020 07:01,GIF,science,,,,
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,75,positive,25-10-2020 02:39,GIF,science,,,,
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,12,negative,05-07-2020 03:37,GIF,science,,,,
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,70,positive,28-04-2021 15:16,GIF,science,,,,
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,20,neutral,31-01-2021 00:54,GIF,science,,,,
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,72,positive,29-08-2020 11:37,GIF,science,,,,
